Value,Age,Overall,Potential,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
575,26,65,65,3,1625,1,3,3,8,5,8,132,622,622,622,652,642,642,642,652,632,632,632,642,562,562,562,642,482,422,422,422,482,452,352,352,352,452,62,64,58,61,57,63,58,33,59,62,84,86,84,61,82,65,71,58,32,62,33,25,59,61,66,65,29,18,16,12,7,12,14,11,776
525,29,65,65,2,1650,1,4,2,19,5,11,165,622,622,622,652,632,632,632,652,632,632,632,642,572,572,572,642,532,502,502,502,532,502,452,452,452,502,63,60,40,63,43,59,45,47,58,62,88,82,78,64,66,66,65,60,72,53,55,35,66,60,50,45,45,27,25,11,8,9,12,13,656
950,22,65,77,9,1580,1,3,3,16,6,3,165,582,582,582,632,612,612,612,632,622,622,622,632,562,562,562,632,462,422,422,422,462,422,342,342,342,422,62,56,29,59,42,68,59,57,62,60,79,82,71,55,67,68,67,66,68,57,32,17,60,61,59,49,27,18,15,16,7,13,11,10,2
625,24,65,70,2,1350,1,3,2,18,6,2,174,392,392,392,352,372,372,372,352,372,372,372,382,432,432,432,382,522,562,562,562,522,542,642,642,642,542,28,23,63,46,24,34,24,30,36,48,37,34,39,53,48,41,76,72,81,24,80,59,25,34,37,52,64,67,65,12,13,13,7,13,1.1
1.1,20,65,78,3,1452,1,3,2,23,6,4,192,632,632,632,542,582,582,582,542,532,532,532,522,482,482,482,522,432,442,442,442,432,432,482,482,482,432,32,63,71,54,63,52,39,28,28,61,51,62,48,57,31,72,64,55,84,58,61,23,66,40,44,49,35,38,28,8,8,9,13,6,2.3
500,27,65,66,2,1766,1,2,2,12,5,9,159,582,582,582,582,572,572,572,582,572,572,572,582,582,582,582,582,632,622,622,622,632,632,642,642,642,632,59,50,62,62,59,56,54,51,58,60,66,67,64,65,80,63,74,67,69,51,68,66,54,47,44,61,67,63,61,11,11,12,15,10,788
475,31,65,65,2,1793,1,4,3,14,5,11,168,622,622,622,622,622,622,622,622,622,622,622,632,622,622,622,632,582,582,582,582,582,572,552,552,552,572,60,60,65,61,45,61,64,60,62,63,70,61,68,63,74,58,88,88,72,57,65,51,65,63,54,59,32,54,47,13,13,16,7,13,641
850,21,65,74,4,1653,1,3,3,32,5,5,139,592,592,592,652,612,612,612,652,612,612,612,632,542,542,542,632,502,432,432,432,502,472,392,392,392,472,66,62,41,54,71,72,67,55,48,69,83,82,84,51,91,54,83,57,52,55,32,29,52,53,57,48,28,31,27,9,5,12,8,13,1.4
750,23,65,71,2,1747,1,2,3,33,5,9,143,592,592,592,642,612,612,612,642,612,612,612,642,582,582,582,642,592,552,552,552,592,582,522,522,522,582,66,55,45,60,40,67,67,44,53,66,86,82,71,56,82,63,75,66,62,50,57,47,53,61,63,64,43,52,50,15,15,10,15,10,1.5
575,26,65,65,3,1762,1,3,3,7,5,9,154,612,612,612,642,632,632,632,642,632,632,632,642,592,592,592,642,572,532,532,532,572,542,482,482,482,542,56,64,43,61,61,64,67,51,56,61,84,86,87,52,74,61,70,85,62,64,47,41,61,63,56,61,49,42,36,11,7,14,12,14,719
550,28,65,65,4,1587,1,3,2,9,5,10,163,642,642,642,622,632,632,632,622,612,612,612,622,552,552,552,622,462,432,432,432,462,442,392,392,392,442,53,60,64,60,57,56,39,37,46,66,76,77,69,65,69,68,60,73,62,56,59,18,67,58,69,64,22,20,14,12,12,6,10,7,688
300,32,65,65,1,1662,1,3,2,20,5,11,181,542,542,542,582,572,572,572,582,592,592,592,592,622,622,622,592,602,632,632,632,602,592,612,612,612,592,61,46,55,63,43,59,48,30,69,63,57,53,68,69,71,54,66,59,72,51,73,66,43,68,40,64,58,56,54,12,6,12,11,6,375
550,25,65,67,2,1734,1,2,2,16,5,6,163,552,552,552,602,572,572,572,602,582,582,582,612,572,572,572,612,642,602,602,602,642,642,622,622,622,642,65,43,55,63,54,61,48,29,53,60,83,78,76,55,77,45,88,76,71,56,59,56,53,50,44,55,60,63,64,11,8,7,13,10,1
750,24,65,71,5,1621,1,3,2,27,6,1,181,632,632,632,632,632,632,632,632,622,622,622,622,562,562,562,622,492,452,452,452,492,462,412,412,412,462,57,61,60,67,66,60,51,42,45,65,69,69,69,64,66,61,75,74,73,55,35,17,65,58,51,60,41,18,20,11,15,14,13,14,1.3
1,19,65,79,5,1552,1,3,2,3,5,10,159,522,522,522,572,542,542,542,572,532,532,532,582,522,522,522,582,632,562,562,562,632,632,602,602,602,632,69,30,57,56,33,64,39,39,40,60,75,72,54,60,69,36,59,53,50,35,56,60,66,36,49,54,64,66,68,6,9,11,6,5,2.4
625,26,65,66,2,1637,1,4,3,19,6,0,163,632,632,632,652,642,642,642,652,622,622,622,642,562,562,562,642,532,472,472,472,532,502,432,432,432,502,63,61,51,61,62,70,56,63,41,66,76,69,79,61,77,66,54,75,61,61,38,33,64,55,31,67,45,27,25,10,10,10,8,8,828
210,33,65,65,4,1556,1,3,2,6,6,2,170,502,502,502,492,492,492,492,492,502,502,502,522,562,562,562,522,632,662,662,662,632,642,692,692,692,642,54,25,67,66,35,53,33,31,60,63,40,40,49,63,64,60,74,61,69,31,64,74,48,35,38,72,74,76,70,6,12,6,9,6,315
1.1,18,65,85,13,1733,1,4,4,44,6,0,154,622,622,622,652,632,632,632,652,642,642,642,642,592,592,592,642,562,532,532,532,562,542,512,512,512,542,66,61,50,62,59,68,67,60,58,61,78,77,76,53,56,60,64,63,66,62,65,42,66,65,44,60,43,46,42,13,7,14,8,11,3.2
525,30,65,65,4,1491,1,3,2,33,6,3,172,632,632,632,572,602,602,602,572,582,582,582,562,532,532,532,562,402,402,402,402,402,392,382,382,382,392,38,70,71,56,56,54,48,33,41,63,57,54,55,57,49,66,70,61,67,62,38,15,67,58,74,45,20,25,17,5,7,10,14,13,761
70,36,65,65,1,1582,1,2,2,29,6,2,183,522,522,522,482,492,492,492,482,502,502,502,502,542,542,542,502,562,612,612,612,562,572,632,632,632,572,50,44,68,58,42,44,34,55,55,60,37,34,65,56,61,57,64,80,81,58,82,55,41,43,28,51,62,64,57,8,9,11,13,6,109
240,35,65,65,2,1646,1,1,3,22,5,8,154,592,592,592,642,622,622,622,642,622,622,622,642,592,592,592,642,552,522,522,522,552,532,462,462,462,532,62,51,37,65,45,65,52,56,63,63,83,83,80,59,75,61,63,64,69,50,40,47,67,50,50,61,34,39,35,8,8,7,5,10,456
575,26,65,65,3,1601,1,3,3,77,5,7,134,602,602,602,652,632,632,632,652,622,622,622,642,542,542,542,642,482,412,412,412,482,452,352,352,352,452,62,53,56,61,56,68,62,42,51,65,93,90,82,60,78,61,72,52,32,47,49,18,57,55,53,58,22,19,21,16,16,12,9,11,863
525,26,65,66,3,1758,1,4,2,2,6,0,157,592,592,592,612,602,602,602,612,602,602,602,612,602,602,602,612,642,622,622,622,642,642,632,632,632,642,57,49,57,59,32,62,52,56,58,62,76,78,75,64,73,67,64,72,65,63,66,65,52,55,41,54,62,64,61,15,8,7,11,10,958
575,26,65,65,2,1648,1,3,3,20,5,8,139,592,592,592,632,632,632,632,632,632,632,632,632,602,602,602,632,532,512,512,512,532,512,452,452,452,512,57,60,44,65,52,67,63,50,60,66,72,64,72,60,81,57,56,60,52,51,42,33,65,63,48,61,35,44,45,16,14,13,11,10,1
500,27,65,66,4,1539,1,3,2,3,6,1,183,482,482,482,492,482,482,482,492,492,492,492,502,532,532,532,502,582,592,592,592,582,592,642,642,642,592,56,22,65,54,30,53,42,27,50,53,44,50,57,63,49,56,71,59,75,48,66,63,44,51,36,59,65,65,64,10,14,13,15,9,913
600,25,65,69,2,1377,1,3,2,16,6,2,187,402,402,402,392,382,382,382,392,412,412,412,432,492,492,492,432,562,612,612,612,562,582,642,642,642,582,41,22,62,66,22,23,29,26,58,49,54,42,43,58,44,34,71,66,78,21,69,63,26,33,37,49,63,66,62,8,5,8,13,15,915
600,22,65,69,2,1349,1,2,2,4,6,2,174,412,412,412,382,392,392,392,382,382,382,382,402,432,432,432,402,532,552,552,552,532,552,632,632,632,552,34,20,63,44,34,36,29,33,39,47,44,47,37,63,40,40,61,57,81,24,65,59,31,30,41,48,66,67,64,9,11,7,12,14,1.3
650,25,65,67,1,1815,1,3,3,7,5,9,150,642,642,642,632,632,632,632,632,632,632,632,642,632,632,632,642,622,612,612,612,622,612,592,592,592,612,64,65,70,72,58,64,55,55,64,65,65,67,66,60,77,65,66,76,56,62,62,55,60,54,65,59,55,57,55,11,12,14,10,13,1.1
725,25,65,70,1,1565,1,3,2,13,6,4,185,632,632,632,592,612,612,612,592,582,582,582,592,542,542,542,592,492,472,472,472,492,472,462,462,462,472,52,62,67,61,56,60,38,46,38,61,62,66,51,61,38,68,58,69,84,58,54,27,62,54,67,62,36,30,28,14,10,8,13,6,1.1
750,21,65,75,1,1653,1,3,2,3,6,0,161,532,532,532,592,562,562,562,592,572,572,572,602,572,572,572,602,642,602,602,602,642,642,622,622,622,642,61,34,53,60,33,59,54,44,50,60,82,80,79,60,69,36,62,73,71,34,61,61,59,54,33,60,63,63,61,10,7,9,7,11,1.1
775,19,65,73,1,1682,1,3,2,28,5,9,152,642,642,642,632,642,642,642,632,642,642,642,632,602,602,602,632,512,512,512,512,512,502,472,472,472,502,50,65,63,66,63,62,56,37,62,63,72,73,74,61,74,63,58,65,69,52,57,31,65,65,55,64,31,38,36,7,12,11,14,12,1.1
70,37,65,65,1,1579,1,2,2,20,5,9,172,472,472,472,472,472,472,472,472,492,492,492,492,542,542,542,492,572,612,612,612,572,572,632,632,632,572,60,21,63,66,40,51,53,50,60,57,35,34,43,54,69,65,74,52,71,53,69,63,37,44,47,64,65,62,63,14,6,13,16,9,126
700,24,65,69,3,1747,1,3,3,29,5,11,161,602,602,602,642,632,632,632,642,632,632,632,642,612,612,612,642,602,572,572,572,602,592,532,532,532,592,63,64,35,63,57,65,64,61,56,61,80,75,67,61,70,64,60,64,56,62,56,57,60,65,60,62,50,55,51,7,10,7,9,12,1.1
975,20,65,77,1,1761,1,4,2,13,5,10,139,582,582,582,632,612,612,612,632,612,612,612,642,592,592,592,642,622,582,582,582,622,612,562,562,562,612,62,55,47,56,53,67,63,64,53,60,81,80,79,62,74,55,57,83,53,48,66,47,59,61,49,57,62,58,54,11,13,12,6,11,1.4
400,29,65,65,3,1739,1,3,2,20,5,8,168,562,562,562,592,572,572,572,592,582,582,582,602,592,592,592,602,632,612,612,612,632,642,622,622,622,642,63,51,61,64,53,56,58,50,56,63,70,69,80,66,74,51,63,66,58,54,56,60,46,52,45,77,63,66,64,16,9,16,13,7,500
450,27,65,65,2,1825,1,4,3,14,5,10,170,622,622,622,622,632,632,632,622,622,622,622,622,622,622,622,622,642,642,642,642,642,642,642,642,642,642,51,52,55,61,55,68,67,59,59,66,75,66,70,68,66,72,70,70,64,69,67,66,60,52,52,63,66,68,62,8,12,7,8,14,675
625,26,65,66,5,1660,1,4,3,11,6,2,183,632,632,632,632,622,622,622,632,612,612,612,632,572,572,572,632,522,482,482,482,522,502,462,462,462,502,62,63,61,60,61,65,63,31,51,64,74,78,72,58,44,64,71,82,80,62,46,25,57,55,56,59,37,33,25,15,14,9,15,7,953
220,33,65,65,1,1520,1,3,2,15,5,10,181,522,522,522,462,482,482,482,462,492,492,492,492,562,562,562,492,562,642,642,642,562,592,662,662,662,592,46,52,73,69,29,21,36,31,71,60,43,46,42,64,59,45,41,56,75,28,78,51,48,44,60,66,68,72,63,9,7,10,13,10,308
375,31,65,65,3,1357,1,3,2,23,6,1,161,392,392,392,372,382,382,382,372,402,402,402,402,452,452,452,402,542,572,572,572,542,562,642,642,642,562,37,12,67,53,13,27,19,20,38,47,44,48,64,59,54,50,80,64,77,18,69,61,25,46,28,58,63,65,64,7,10,9,10,9,656
1.2,20,65,81,2,1623,1,3,3,18,5,5,141,602,602,602,642,632,632,632,642,632,632,632,622,572,572,572,622,512,482,482,482,512,492,442,442,442,492,65,58,53,65,59,69,58,56,52,67,69,66,71,57,84,67,45,34,34,62,39,29,61,64,68,58,58,35,36,7,11,6,11,7,2.5
675,21,65,73,2,1559,1,3,3,15,5,11,168,512,512,512,552,532,532,532,552,522,522,522,562,532,532,532,562,632,592,592,592,632,642,642,642,642,642,59,33,62,59,36,63,38,37,31,65,63,62,49,65,81,32,58,68,69,28,54,62,51,37,44,50,58,73,69,9,7,13,11,13,1.2
575,27,65,65,3,1658,1,4,2,9,5,11,176,632,632,632,632,622,622,622,632,602,602,602,622,542,542,542,622,522,472,472,472,522,502,452,452,452,502,55,64,51,53,51,58,50,47,43,63,87,84,80,68,82,58,68,69,71,56,56,40,70,45,58,66,32,31,25,8,6,13,10,6,1
650,22,65,72,2,1653,1,4,2,3,5,11,154,512,512,512,562,522,522,522,562,532,532,532,562,522,522,522,562,632,572,572,572,632,642,592,592,592,642,60,45,55,58,42,53,53,36,37,59,79,79,79,63,75,51,82,74,44,40,59,62,31,45,46,54,59,63,62,11,13,15,15,8,1
525,26,65,66,2,1677,1,3,2,15,5,9,157,572,572,572,582,572,572,572,582,572,572,572,602,582,582,582,602,632,622,622,622,632,642,632,632,632,642,55,46,60,63,37,60,62,33,57,64,73,75,61,61,74,57,60,72,65,42,60,59,51,50,41,54,64,66,65,6,11,10,10,7,853
650,26,65,66,3,1556,1,3,2,19,6,2,187,632,632,632,572,602,602,602,572,572,572,572,572,522,522,522,572,442,442,442,442,442,432,442,442,442,432,40,61,67,57,53,58,47,46,41,61,63,67,55,64,52,68,60,63,85,55,71,23,62,50,55,58,28,20,26,11,15,10,16,6,991
300,32,65,65,4,1575,1,2,2,24,6,2,181,522,522,522,492,512,512,512,492,522,522,522,512,562,562,562,512,582,622,622,622,582,592,642,642,642,592,44,32,65,60,31,40,25,27,61,57,60,55,61,58,56,67,67,69,83,52,68,60,44,57,34,69,61,63,63,16,13,6,10,10,450
500,28,65,67,2,1424,1,2,2,5,5,11,163,412,412,412,412,422,422,422,412,442,442,442,452,512,512,512,452,562,612,612,612,562,582,632,632,632,582,27,19,48,61,23,34,21,25,61,56,55,62,47,56,61,42,77,63,70,27,73,62,26,37,39,58,69,66,64,12,9,12,9,11,813
650,22,65,72,1,1570,1,3,2,77,6,2,185,522,522,522,482,492,492,492,482,492,492,492,502,522,522,522,502,572,592,592,592,572,592,642,642,642,592,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,77,66,80,46,66,62,33,44,39,53,62,62,60,8,10,14,11,7,943
400,30,65,65,1,1431,1,3,2,24,6,0,170,442,442,442,432,422,422,422,432,422,422,422,442,452,452,452,442,552,562,562,562,552,582,632,632,632,582,25,27,66,46,32,44,25,27,42,46,68,66,74,58,60,34,72,63,71,20,60,65,29,34,37,47,66,65,67,11,9,6,8,8,540
775,23,65,73,6,1560,1,3,3,25,5,10,141,572,572,572,612,622,622,622,612,642,642,642,602,632,632,632,602,552,572,572,572,552,552,512,512,512,552,44,63,43,72,38,67,45,45,68,65,54,62,62,63,74,51,43,37,32,62,38,61,60,62,43,58,35,65,53,12,8,9,11,13,1.8
700,21,65,73,2,1697,1,3,2,27,5,9,143,592,592,592,592,602,602,602,592,612,612,612,602,622,622,622,602,602,632,632,632,602,612,622,622,622,612,45,57,63,70,41,59,50,44,65,64,65,60,63,62,75,56,70,61,61,56,59,65,55,59,48,58,63,62,58,11,7,11,7,5,1.3
475,31,65,65,4,1628,1,4,2,39,5,11,168,642,642,642,602,612,612,612,602,592,592,592,582,532,532,532,582,462,452,452,452,462,442,432,432,432,442,36,64,64,55,59,59,45,37,42,62,73,79,82,66,78,66,81,78,74,60,82,29,62,44,61,57,22,17,19,5,7,7,6,7,831
750,22,65,72,4,1680,1,4,3,9,6,0,165,572,572,572,642,612,612,612,642,622,622,622,642,602,602,602,642,642,592,592,592,642,632,582,582,582,632,67,54,40,63,40,66,46,30,51,63,81,82,78,58,71,48,66,65,60,47,53,63,62,60,38,54,54,63,61,7,14,7,9,13,1.3
750,23,65,72,5,1617,1,4,3,28,5,7,159,572,572,572,632,622,622,622,632,632,632,632,632,572,572,572,632,502,462,462,462,502,462,392,392,392,462,56,55,33,66,50,68,52,46,50,66,76,67,92,58,90,57,81,65,42,46,41,25,63,61,57,59,50,20,26,8,14,10,14,12,1.4
825,22,65,74,2,1701,1,3,3,15,5,11,150,572,572,572,602,602,602,602,602,622,622,622,622,642,642,642,622,632,642,642,642,632,632,632,632,632,632,54,41,61,67,42,65,34,29,67,68,61,61,61,59,70,52,82,70,61,54,55,68,68,59,42,66,64,65,63,12,11,9,12,14,1.7
725,23,65,70,2,1648,1,3,2,16,6,0,165,642,642,642,622,622,622,622,622,602,602,602,612,522,522,522,612,452,422,422,422,452,432,402,402,402,432,42,62,58,52,53,66,57,50,40,62,86,86,75,54,73,70,74,78,77,54,69,15,63,54,60,63,22,24,16,9,6,16,14,11,1.3
550,28,65,65,1,1832,1,3,2,11,5,7,163,602,602,602,642,622,622,622,642,622,622,622,642,612,612,612,642,642,612,612,612,642,632,582,582,582,632,71,59,47,62,40,59,70,71,59,67,81,83,82,54,75,71,62,76,65,72,64,60,51,60,59,48,55,61,52,9,9,8,10,8,743
300,32,65,65,2,1624,1,3,2,8,5,9,163,522,522,522,542,542,542,542,542,572,572,572,552,592,592,592,552,592,642,642,642,592,592,622,622,622,592,43,42,42,68,44,44,39,35,61,67,58,51,77,58,70,57,59,63,69,49,73,68,53,54,39,72,60,62,64,11,10,12,12,10,375
950,18,65,78,2,1729,1,3,3,40,6,0,165,642,642,642,632,642,642,642,632,642,642,642,632,632,632,632,632,602,602,602,602,602,602,582,582,582,602,54,65,58,63,55,64,54,48,66,68,65,65,68,70,64,62,62,61,59,52,45,57,68,59,55,58,54,62,55,13,6,12,14,6,1.9
220,33,65,65,4,1384,1,3,2,5,6,4,176,412,412,412,382,392,392,392,382,402,402,402,412,452,452,452,412,512,562,562,562,512,542,632,632,632,542,28,27,60,41,15,31,31,25,46,43,53,40,40,59,67,31,88,68,89,20,78,55,36,49,27,60,70,59,64,8,10,7,13,6,385
675,25,65,68,11,1508,1,3,3,23,5,9,150,562,562,562,642,612,612,612,642,612,612,612,642,552,552,552,642,512,452,452,452,512,472,372,372,372,472,61,54,29,63,18,71,34,25,52,68,86,78,86,56,87,53,75,67,58,49,33,29,55,48,40,49,25,26,28,7,14,9,14,10,1.4
725,24,65,71,1,1695,1,3,3,19,5,10,154,562,562,562,622,602,602,602,622,632,632,632,642,632,632,632,642,652,642,642,642,652,642,622,622,622,642,60,32,60,70,34,70,30,30,65,68,73,83,79,67,78,52,62,67,63,38,57,63,51,65,39,56,64,57,60,15,6,15,10,12,1.1
400,30,65,65,2,1479,1,2,2,14,6,0,183,422,422,422,412,402,402,402,412,402,402,402,452,452,452,452,452,582,572,572,572,582,602,642,642,642,602,46,21,62,44,31,34,27,23,50,42,72,75,54,58,65,48,74,74,80,33,76,60,18,38,28,52,64,64,66,11,7,7,16,11,500
750,22,65,75,4,1641,1,2,2,8,5,7,163,532,532,532,562,562,562,562,562,582,582,582,582,612,612,612,582,612,632,632,632,612,612,622,622,622,612,46,36,56,67,32,56,42,43,59,65,65,63,65,61,67,54,61,69,66,35,67,62,52,65,48,60,61,65,63,13,7,5,11,14,1.3
750,22,65,72,2,1703,1,4,3,26,5,9,150,602,602,602,642,632,632,632,642,632,632,632,642,602,602,602,642,562,542,542,542,562,532,482,482,482,532,59,55,44,67,50,65,61,48,54,66,71,75,75,63,82,62,57,69,51,51,58,39,64,62,60,65,58,39,32,13,15,8,15,15,1.3
650,23,65,72,3,1517,1,3,3,32,6,0,176,502,502,502,572,552,552,552,572,552,552,552,592,542,542,542,592,642,592,592,592,642,632,622,622,622,632,57,35,42,61,22,67,33,31,32,65,72,69,62,61,60,27,65,70,67,24,56,62,56,45,30,60,65,68,65,6,14,8,14,6,1.1
550,25,65,68,2,1635,1,3,2,15,6,0,165,552,552,552,562,552,552,552,562,552,552,552,572,582,582,582,572,632,622,622,622,632,632,642,642,642,632,60,42,67,62,21,57,26,56,52,59,63,63,57,65,61,59,75,77,75,58,70,71,43,47,32,59,47,65,64,7,10,8,7,9,729
750,23,65,72,1,1520,1,3,3,25,5,11,165,562,562,562,612,622,622,622,612,642,642,642,612,622,622,622,612,502,522,522,522,502,492,462,462,462,492,41,49,43,71,40,70,48,41,68,63,60,65,51,63,64,49,50,47,54,57,46,24,61,70,41,50,36,48,51,10,9,12,10,8,1.8
400,29,65,65,4,1759,1,3,2,16,5,11,163,572,572,572,602,582,582,582,602,592,592,592,612,592,592,592,612,642,622,622,622,642,632,622,622,622,632,62,48,52,63,52,62,59,54,53,61,69,72,71,62,66,59,63,74,67,53,73,62,53,54,45,57,59,65,61,16,12,13,10,14,580
1,19,65,78,1,1700,1,3,2,6,6,0,163,602,602,602,602,612,612,612,602,622,622,622,622,632,632,632,622,612,632,632,632,612,612,622,622,622,612,45,46,66,67,45,65,36,39,63,67,66,67,59,63,69,56,68,75,71,51,65,56,63,61,45,47,61,60,55,6,12,10,13,9,2.4
800,22,65,73,1,1558,1,3,2,90,5,9,165,632,632,632,652,652,652,652,652,632,632,632,642,572,572,572,642,472,422,422,422,472,442,352,352,352,442,58,65,51,59,62,66,48,38,53,67,75,76,73,65,73,66,50,63,47,56,34,20,68,58,50,46,22,22,19,14,12,6,15,7,1.9
550,26,65,68,3,1569,1,2,2,4,6,0,174,522,522,522,582,552,552,552,582,552,552,552,602,562,562,562,602,632,582,582,582,632,632,582,582,582,632,62,31,55,61,30,58,37,30,55,65,84,84,70,51,65,45,37,79,60,33,56,51,57,42,34,56,58,64,62,10,16,9,9,9,729
675,22,65,73,2,1672,1,3,3,27,5,9,163,512,512,512,582,552,552,552,582,572,572,572,602,592,592,592,602,632,622,622,622,632,632,622,622,622,632,60,30,54,61,28,66,52,47,67,66,73,74,73,55,76,45,90,65,59,46,60,66,48,50,34,55,61,64,65,6,6,9,8,8,1.1
825,20,65,76,4,1554,1,3,2,15,6,2,172,502,502,502,512,492,492,492,512,512,512,512,532,542,542,542,532,582,602,602,602,582,592,642,642,642,592,61,36,63,68,34,59,40,44,63,54,52,63,57,54,51,55,68,34,75,32,63,66,31,45,51,56,62,65,60,8,7,13,12,8,1.8
600,23,65,69,3,1395,1,4,2,5,6,2,174,412,412,412,402,402,402,402,402,422,422,422,432,462,462,462,432,552,582,582,582,552,582,632,632,632,582,28,20,63,55,22,31,22,24,50,44,65,68,59,59,53,42,72,64,75,25,66,64,22,39,30,63,63,64,61,10,5,13,9,8,975
425,29,65,65,1,1555,1,3,2,6,6,0,170,452,452,452,482,492,492,492,482,522,522,522,502,572,572,572,502,602,632,632,632,602,612,632,632,632,612,38,26,45,61,25,44,49,53,58,54,56,58,59,69,60,49,61,63,68,54,56,67,32,61,38,62,69,69,70,6,10,9,11,7,935
325,33,65,65,2,1744,1,2,3,12,5,9,170,622,622,622,652,642,642,642,652,642,642,642,632,592,592,592,632,552,522,522,522,552,542,512,512,512,542,65,59,49,63,60,69,67,66,53,66,68,72,72,65,72,72,51,42,59,65,61,37,62,62,63,62,46,45,51,16,10,16,14,6,488
575,26,65,69,2,1559,1,3,2,21,6,2,163,512,512,512,532,532,532,532,532,572,572,572,532,602,602,602,532,562,632,632,632,562,562,642,642,642,562,54,39,49,69,42,49,40,39,67,70,33,34,68,63,41,47,72,30,82,48,61,64,49,62,48,55,60,67,63,14,6,12,11,6,934
750,22,65,72,1,1792,1,4,3,6,5,10,170,592,592,592,642,632,632,632,642,642,642,642,642,642,642,642,642,622,622,622,622,622,612,602,602,602,612,57,54,48,67,45,70,64,54,64,67,68,68,80,61,77,61,74,68,64,54,54,60,59,65,48,62,60,62,58,8,15,11,13,14,1.2
825,21,65,76,2,1769,1,3,2,31,6,2,176,602,602,602,602,602,602,602,602,612,612,612,612,622,622,622,612,632,642,642,642,632,632,642,642,642,632,51,49,60,67,48,69,51,53,64,67,63,70,61,59,55,76,72,70,74,73,64,60,42,55,56,49,57,69,68,14,9,8,6,9,1.9
300,32,65,65,1,1353,1,2,2,31,6,2,168,412,412,412,382,382,382,382,382,392,392,392,412,442,442,442,412,542,572,572,572,542,572,632,632,632,572,27,18,66,53,23,26,23,21,48,49,62,63,50,61,52,39,66,52,76,21,62,63,23,30,33,57,62,64,68,10,6,7,14,15,435
725,24,65,69,2,1541,1,2,3,11,6,1,187,642,642,642,582,612,612,612,582,582,582,582,562,492,492,492,562,412,412,412,412,412,402,432,432,432,402,29,65,65,53,60,56,51,30,34,58,75,80,57,56,61,70,73,50,76,55,69,18,66,57,50,59,34,24,16,11,7,12,16,7,1.1
475,26,65,65,5,1646,1,2,2,16,6,1,176,512,512,512,452,462,462,462,452,472,472,472,482,532,532,532,482,572,632,632,632,572,602,662,662,662,602,39,43,69,49,45,32,42,43,71,55,63,57,56,53,47,62,66,74,75,52,84,71,32,42,58,51,67,71,55,13,17,11,19,13,903
1.2,21,65,79,13,1711,1,4,3,40,5,10,159,542,542,542,592,582,582,582,592,612,612,612,612,642,642,642,612,622,642,642,642,622,612,602,602,602,612,57,44,44,70,36,61,54,48,67,62,59,64,67,60,71,57,65,72,62,62,66,57,48,70,45,63,62,66,61,11,8,14,12,9,2.9
850,22,65,75,1,1649,1,3,3,19,5,7,148,562,562,562,582,592,592,592,582,612,612,612,602,642,642,642,602,612,642,642,642,612,602,602,602,602,602,40,51,43,72,34,63,38,38,66,66,64,60,57,62,70,56,58,79,65,54,52,60,52,58,54,63,71,60,54,11,8,14,13,6,1.3
575,27,65,65,1,1647,1,3,3,14,5,9,143,592,592,592,632,632,632,632,632,642,642,642,632,612,612,612,632,562,552,552,552,562,552,512,512,512,552,46,57,44,63,52,67,53,59,57,71,69,69,71,69,69,45,60,63,52,49,49,39,64,60,48,53,44,55,51,12,14,13,6,7,776
600,25,65,70,2,1664,1,3,2,3,6,1,181,552,552,552,532,532,532,532,532,542,542,542,562,572,572,572,562,612,622,622,622,612,612,632,632,632,612,55,49,68,62,50,57,50,46,55,58,52,51,57,62,55,57,64,83,75,42,68,64,42,50,53,64,60,61,60,7,10,13,15,13,1.1
600,23,65,70,2,1642,1,3,2,17,5,10,161,492,492,492,572,532,532,532,572,562,562,562,592,582,582,582,592,642,642,642,642,642,642,652,652,652,642,70,25,46,70,25,60,60,44,58,63,68,60,65,58,63,41,71,54,72,23,68,70,58,50,36,55,65,70,65,15,13,16,6,14,975
1.2,20,65,80,23,1574,1,4,3,34,5,8,152,632,632,632,642,642,642,642,642,622,622,622,622,552,552,552,622,482,442,442,442,482,442,382,382,382,442,64,72,49,62,55,70,44,45,45,65,68,68,67,53,78,72,47,62,61,71,45,22,58,56,50,54,35,23,20,7,13,9,13,5,3.2
475,31,65,65,1,1722,1,3,2,23,6,2,194,632,632,632,582,612,612,612,582,612,612,612,592,632,632,632,592,582,642,642,642,582,592,642,642,642,592,40,58,75,67,45,56,48,42,62,62,48,52,50,66,51,68,66,78,79,60,81,60,69,62,58,64,58,61,53,10,13,7,11,6,594
325,33,65,65,2,1574,1,3,3,33,5,5,132,592,592,592,642,632,632,632,642,622,622,622,622,542,542,542,622,492,432,432,432,492,452,342,342,342,452,57,67,21,63,59,66,58,33,39,64,76,73,84,54,92,67,56,59,29,63,30,27,70,50,72,68,31,35,23,9,13,16,6,12,406
