Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
25,60,65,230,1,1406,1,3,2,21,5,10,154,422,422,422,472,442,442,442,472,452,452,452,502,472,472,472,502,582,542,542,542,582,582,562,562,562,582,52,25,51,50,20,50,27,34,41,49,72,65,66,53,67,28,56,75,56,22,50,52,37,38,38,49,66,63,59,6,7,14,6,11,328
18,60,76,425,1,1592,1,3,2,27,6,0,154,542,542,542,552,562,562,562,552,572,572,572,572,582,582,582,572,572,582,582,582,572,572,562,562,562,572,43,37,55,70,42,56,44,42,67,57,68,64,61,55,62,65,59,64,52,45,65,50,58,51,48,44,56,55,60,10,8,5,6,12,946
27,60,60,170,2,1541,1,2,2,2,6,0,168,492,492,492,532,502,502,502,532,502,502,502,542,492,492,492,542,582,542,542,542,582,592,572,572,572,592,52,40,56,54,29,52,50,36,48,54,89,86,75,48,52,39,75,68,66,27,54,54,39,42,40,48,52,60,57,11,9,9,6,12,298
20,60,75,450,2,1502,1,2,3,11,5,8,141,512,512,512,582,552,552,552,582,572,572,572,582,542,542,542,582,502,462,462,462,502,482,412,412,412,482,54,49,40,60,35,64,46,41,58,58,73,68,84,47,87,44,65,62,46,40,34,25,50,57,39,59,39,40,42,9,16,10,8,12,1
22,60,68,260,2,1374,1,3,2,2,6,0,179,422,422,422,392,402,402,402,392,402,402,402,412,442,442,442,412,522,542,542,542,522,552,592,592,592,552,30,26,56,50,27,28,33,32,44,47,57,60,46,57,56,46,71,61,68,24,58,59,32,31,40,41,56,63,60,15,9,6,13,13,442
18,60,77,425,2,1441,1,3,2,26,6,0,159,582,582,582,582,582,582,582,582,572,572,572,562,502,502,502,562,422,392,392,392,422,412,372,372,372,412,41,63,60,52,41,61,39,40,39,53,71,77,65,58,62,53,58,54,53,57,30,24,58,57,62,56,33,23,13,6,11,11,10,6,861
26,60,60,220,1,1491,1,2,2,37,5,11,152,552,552,552,582,562,562,562,582,572,572,572,582,522,522,522,582,462,422,422,422,462,432,362,362,362,432,58,54,41,58,47,58,54,33,53,57,72,68,74,47,72,58,72,65,52,39,35,22,62,57,54,57,30,22,29,11,10,8,10,9,297
20,60,75,425,2,1563,1,3,2,34,6,0,165,502,502,502,502,502,502,502,502,512,512,512,532,542,542,542,532,572,582,582,582,572,582,592,592,592,582,45,34,61,63,33,52,43,44,57,56,62,66,58,57,62,52,68,70,66,41,63,53,36,45,47,50,56,63,58,14,11,10,9,8,1
23,60,64,220,1,1503,1,3,2,22,5,9,159,462,462,462,512,482,482,482,512,492,492,492,532,512,512,512,532,592,572,572,572,592,592,592,592,592,592,56,28,54,55,26,57,38,26,50,61,68,65,62,48,63,35,69,65,70,26,52,57,37,43,50,55,58,63,62,7,15,13,13,11,358
34,60,60,110,3,1458,1,2,2,9,6,4,234,582,582,582,492,542,542,542,492,542,542,542,492,522,522,522,492,392,462,462,462,392,382,482,482,482,382,31,57,74,61,57,45,38,32,38,62,22,31,39,57,47,63,70,54,94,56,77,26,62,60,67,57,35,22,28,9,8,12,10,14,193
21,60,70,290,3,1326,1,2,2,20,6,4,187,402,402,402,362,362,362,362,362,352,352,352,382,382,382,382,382,482,492,492,492,482,512,582,582,582,512,32,24,61,38,27,32,33,29,36,38,51,53,52,50,44,45,71,59,81,23,53,51,29,31,43,49,66,60,56,13,5,13,14,13,609
17,60,77,400,1,1487,1,3,3,30,5,6,123,532,532,532,582,572,572,572,582,592,592,592,582,562,562,562,582,512,502,502,502,512,502,462,462,462,502,51,52,50,69,48,63,52,46,60,68,69,62,60,42,58,52,50,41,39,41,40,26,47,61,52,62,41,51,57,11,6,10,6,6,830
20,60,74,400,1,1584,1,3,2,2,5,8,159,522,522,522,552,532,532,532,552,542,542,542,562,542,542,542,562,592,552,552,552,592,592,562,562,562,592,53,37,56,55,42,53,53,35,51,55,77,83,60,54,68,49,62,72,59,40,55,55,53,54,35,55,54,58,55,14,12,5,12,8,870
24,60,66,280,1,1614,1,3,2,14,6,0,168,562,562,562,582,582,582,582,582,592,592,592,592,592,592,592,592,572,582,582,582,572,572,572,572,572,572,43,46,56,64,31,64,43,40,59,62,69,71,70,60,60,53,60,63,67,50,69,55,51,57,43,49,44,58,54,11,13,10,8,10,406
21,60,71,350,1,1744,1,2,2,7,5,10,172,542,542,542,582,562,562,562,582,582,582,582,592,592,592,592,592,582,582,582,582,582,562,552,552,552,562,64,48,51,68,45,61,69,58,67,62,66,64,71,47,71,65,84,79,63,63,71,45,39,53,56,52,54,48,51,16,12,15,7,11,508
30,60,60,190,3,1678,1,3,2,4,5,11,168,542,542,542,552,552,552,552,552,562,562,562,572,592,592,592,572,602,622,622,622,602,602,612,612,612,602,48,36,53,64,45,50,50,42,62,64,63,75,71,63,61,56,74,74,74,51,72,63,49,49,58,58,54,60,55,9,11,7,9,6,333
20,60,72,325,3,1568,1,3,2,50,5,7,154,512,512,512,532,522,522,522,532,532,532,532,552,542,542,542,552,582,582,582,582,582,582,572,572,572,582,46,39,48,63,43,63,40,44,59,62,62,65,71,54,77,54,53,67,69,43,43,62,39,32,45,59,56,60,54,11,12,13,7,12,618
24,60,66,280,2,1620,1,3,2,21,5,7,152,572,572,572,582,582,582,582,582,582,582,582,592,582,582,582,592,572,562,562,562,572,562,522,522,522,562,57,52,54,62,43,58,45,48,59,60,67,64,55,60,81,62,61,66,45,49,64,54,60,57,41,49,48,48,50,7,10,8,12,13,476
34,60,60,100,1,1725,1,3,2,8,5,11,161,562,562,562,562,562,562,562,562,572,572,572,582,582,582,582,582,612,612,612,612,612,612,612,612,612,612,51,51,59,59,54,56,52,47,57,56,68,66,73,61,70,57,77,81,72,51,64,62,50,57,51,53,60,61,57,8,7,9,14,7,175
22,60,64,270,2,1720,1,4,2,22,5,8,137,532,532,532,572,562,562,562,572,592,592,592,572,592,592,592,572,582,592,592,592,582,572,562,562,562,572,48,48,47,63,48,57,62,64,58,58,62,63,90,54,78,54,81,74,53,53,68,56,55,62,43,55,56,57,54,14,14,10,8,8,493
20,60,68,270,1,1640,1,3,2,13,5,10,154,522,522,522,562,562,562,562,562,582,582,582,592,592,592,592,592,592,582,582,582,592,582,552,552,552,582,49,45,49,63,46,59,51,43,59,58,68,68,63,54,81,52,66,79,49,41,51,56,50,66,52,62,54,58,56,7,8,15,9,15,419
20,60,69,280,1,1307,1,3,2,50,6,2,165,402,402,402,372,382,382,382,372,372,372,372,392,422,422,422,392,502,522,522,522,502,522,582,582,582,522,30,23,56,47,24,32,36,28,38,45,47,54,37,56,49,42,76,62,77,25,55,48,26,30,37,45,60,64,56,8,8,9,8,14,462
23,60,68,300,4,1418,1,2,2,24,5,9,154,582,582,582,592,592,592,592,592,572,572,572,572,482,482,482,572,402,352,352,352,402,382,312,312,312,382,39,62,48,52,40,59,38,34,35,57,83,82,68,58,72,55,59,60,57,54,31,10,59,49,57,46,17,18,12,8,5,12,14,14,555
25,60,63,260,1,1514,1,4,2,14,5,10,143,562,562,562,582,572,572,572,582,582,582,582,592,542,542,542,592,472,452,452,452,472,442,382,382,382,442,55,56,42,60,55,58,56,37,56,61,70,65,65,61,78,56,52,63,54,48,57,25,54,53,53,46,32,22,25,8,9,10,7,11,345
19,60,72,350,1,1630,1,3,2,35,5,10,143,572,572,572,592,592,592,592,592,602,602,602,602,592,592,592,602,572,562,562,562,572,572,532,532,532,572,59,55,49,66,56,61,57,47,63,63,65,61,61,61,70,62,51,46,47,49,42,54,56,55,59,61,45,56,61,5,10,13,11,14,613
23,60,67,240,3,1462,1,3,2,50,5,8,165,462,462,462,512,482,482,482,512,482,482,482,532,482,482,482,532,582,542,542,542,582,592,562,562,562,592,55,28,47,49,28,54,26,28,41,49,77,77,59,59,76,27,67,72,72,25,48,57,50,41,33,46,55,58,58,9,11,8,11,7,444
29,60,60,200,1,1609,1,4,2,8,6,0,163,562,562,562,582,582,582,582,582,582,582,582,592,582,582,582,592,582,602,602,602,582,582,592,592,592,582,48,53,46,64,16,62,55,43,60,65,70,61,66,63,62,61,61,54,69,20,71,57,55,55,42,50,42,66,63,16,14,9,9,11,250
28,60,60,210,2,1602,1,3,2,15,5,9,154,542,542,542,542,552,552,552,542,572,572,572,562,592,592,592,562,562,582,582,582,562,572,582,582,582,572,42,42,68,63,34,57,38,39,61,56,47,73,61,58,81,48,74,75,72,41,52,52,52,66,39,40,52,56,54,8,7,11,11,12,452
23,60,65,280,1,1515,1,3,2,23,6,1,190,562,562,562,582,582,582,582,582,592,592,592,582,562,562,562,582,492,482,482,482,492,482,432,432,432,482,46,53,45,60,30,58,33,36,56,60,75,72,66,54,66,61,57,59,66,55,39,44,56,62,41,64,34,30,33,15,16,13,16,8,371
23,60,66,240,1,1728,1,3,2,41,5,11,154,572,572,572,602,582,582,582,602,582,582,582,602,562,562,562,602,592,572,572,572,592,592,572,572,572,592,63,57,51,59,47,60,64,59,56,60,71,72,74,54,73,58,77,65,63,58,58,55,54,51,56,51,59,55,54,6,14,6,14,5,408
28,60,62,200,1,1371,1,3,2,3,6,2,165,422,422,422,412,402,402,402,412,412,412,412,442,452,452,452,442,542,542,542,542,542,552,582,582,582,552,50,21,56,52,29,36,35,31,49,47,48,51,42,54,55,46,67,56,69,23,51,60,40,31,43,46,59,60,63,5,5,13,10,14,305
17,60,75,425,1,1432,1,3,2,33,6,0,165,592,592,592,592,592,592,592,592,582,582,582,582,522,522,522,582,422,382,382,382,422,392,322,322,322,392,52,61,50,60,55,63,57,37,44,59,66,63,60,62,56,60,51,58,56,57,28,13,58,53,58,55,16,20,16,11,6,14,6,6,882
29,60,60,200,2,1681,1,3,2,13,5,9,152,552,552,552,562,562,562,562,562,572,572,572,562,582,582,582,562,592,602,602,602,592,602,602,602,602,602,45,48,55,62,53,58,49,48,52,58,61,60,71,64,76,52,65,68,62,56,59,60,54,55,44,58,59,66,60,9,10,13,14,15,430
21,60,73,400,1,1567,1,2,3,22,5,10,157,582,582,582,612,612,612,612,612,612,612,612,622,582,582,582,622,532,512,512,512,532,512,462,462,462,512,52,59,40,63,42,63,42,41,60,63,70,67,66,60,67,55,55,69,60,48,35,32,63,59,48,56,48,41,44,8,14,11,9,13,790
27,60,60,170,2,1543,1,3,2,18,5,11,176,492,492,492,542,502,502,502,542,502,502,502,552,492,492,492,552,592,532,532,532,592,592,542,542,542,592,59,48,36,48,40,57,49,35,37,58,76,74,71,51,65,36,70,79,63,28,48,55,47,35,37,41,57,60,55,15,13,10,15,16,298
21,60,70,350,1,1469,1,3,2,16,6,2,181,582,582,582,542,552,552,552,542,542,542,542,532,482,482,482,532,392,392,392,392,392,382,392,392,392,382,31,57,65,54,52,55,42,38,39,57,64,68,62,51,60,55,71,65,84,51,48,14,56,47,60,53,21,19,20,8,15,15,15,10,683
17,60,78,400,7,1518,1,3,3,73,5,7,139,562,562,562,592,572,572,572,592,562,562,562,582,502,502,502,582,482,422,422,422,482,452,382,382,382,452,62,58,50,51,53,65,50,59,45,61,74,70,77,50,75,59,50,60,46,43,35,25,53,52,58,48,29,33,29,10,8,8,8,12,990
22,60,70,325,3,1589,1,3,2,8,5,9,150,542,542,542,592,572,572,572,592,602,602,602,592,592,592,592,592,532,532,532,532,532,512,472,472,472,512,56,51,39,65,39,59,56,42,65,62,68,62,72,48,81,54,44,67,58,62,45,40,53,62,50,55,50,44,38,10,9,12,11,15,634
25,60,65,230,1,1510,1,3,2,6,6,1,179,482,482,482,482,492,492,492,482,512,512,512,512,542,542,542,512,542,582,582,582,542,542,582,582,582,542,41,31,51,58,27,50,40,35,57,57,54,47,55,55,47,61,62,68,74,42,79,55,41,54,44,62,56,57,52,10,10,13,13,14,305
21,60,69,325,1,1587,1,3,2,21,5,9,150,512,512,512,552,552,552,552,552,562,562,562,572,582,582,582,572,602,612,612,612,602,602,602,602,602,602,44,38,54,65,30,63,44,41,61,60,67,64,59,57,54,49,64,67,61,33,59,59,46,58,43,54,66,63,60,14,9,8,15,12,634
25,60,63,260,1,1634,1,3,2,6,6,0,163,562,562,562,562,572,572,572,562,582,582,582,572,582,582,582,572,552,572,572,572,552,552,552,552,552,552,40,42,55,67,42,57,58,57,63,61,66,74,56,55,59,63,63,64,67,53,65,47,57,54,48,64,51,52,50,9,7,13,11,8,475
21,60,73,350,2,1496,1,2,2,26,5,7,146,472,472,472,542,512,512,512,542,512,512,512,552,512,512,512,552,592,542,542,542,592,592,552,552,552,592,57,33,50,50,27,58,34,35,49,61,78,81,63,51,74,31,58,59,43,33,60,57,46,42,47,51,50,62,61,7,12,9,8,10,814
19,60,73,375,1,1565,1,2,2,16,5,10,146,532,532,532,542,552,552,552,542,562,562,562,572,582,582,582,572,552,562,562,562,552,552,522,522,522,552,49,38,59,71,40,57,47,46,70,57,59,62,57,60,73,61,65,63,44,39,64,48,54,51,44,47,40,49,57,5,10,7,7,12,797
24,60,64,220,1,1582,1,3,2,3,6,0,172,532,532,532,562,532,532,532,562,532,532,532,562,512,512,512,562,582,542,542,542,582,592,572,572,572,592,56,48,57,57,38,55,35,34,51,52,88,89,71,47,64,42,57,64,69,44,57,51,44,42,41,41,50,62,56,14,8,13,15,11,402
22,60,70,325,5,1579,1,3,3,28,5,11,154,532,532,532,572,572,572,572,572,592,592,592,582,602,602,602,582,552,572,572,572,552,542,532,532,532,542,54,38,51,66,35,59,49,42,62,63,59,58,65,60,67,57,62,57,62,53,58,53,55,63,52,60,43,51,47,10,8,6,7,7,731
26,60,62,210,1,1492,1,3,2,15,6,1,168,482,482,482,472,462,462,462,472,472,472,472,482,502,502,502,482,542,562,562,562,542,552,582,582,582,552,54,37,57,54,46,43,46,39,54,55,43,43,56,55,48,53,58,58,70,43,59,56,43,41,49,50,57,60,61,10,14,7,14,9,341
25,60,63,210,2,1469,1,3,2,3,5,11,168,462,462,462,492,462,462,462,492,462,462,462,512,472,472,472,512,582,532,532,532,582,582,562,562,562,582,59,34,56,50,30,47,35,30,36,55,78,58,74,55,77,31,55,82,75,28,47,44,36,36,32,56,58,60,59,15,6,14,8,9,467
21,60,69,280,1,1602,1,3,3,14,5,11,165,552,552,552,582,572,572,572,582,562,562,562,592,542,542,542,592,582,552,552,552,582,582,552,552,552,582,61,51,50,54,41,61,43,37,50,60,71,73,64,61,67,51,71,62,54,45,58,54,56,48,47,45,52,57,55,13,9,11,7,8,462
20,60,69,280,2,1356,1,3,2,25,6,5,185,402,402,402,402,392,392,392,402,402,402,402,422,442,442,442,422,532,542,542,542,532,552,582,582,582,552,32,21,54,49,26,33,20,25,45,48,62,72,64,52,49,38,64,67,74,25,68,54,22,32,27,41,49,63,61,12,12,14,9,13,476
24,60,67,250,3,1590,1,3,2,37,5,7,139,542,542,542,562,562,562,562,562,582,582,582,582,602,602,602,582,572,592,592,592,572,552,542,542,542,552,51,56,44,68,40,60,43,46,66,60,52,55,57,58,71,52,67,68,61,54,51,55,46,59,48,55,46,59,51,10,7,13,5,11,463
20,60,73,400,3,1453,1,3,3,21,5,7,139,532,532,532,592,572,572,572,592,582,582,582,582,522,522,522,582,452,412,412,412,452,422,342,342,342,422,58,50,42,55,54,67,56,42,53,62,69,67,79,52,81,50,39,46,37,43,39,23,55,56,55,55,17,34,25,10,10,9,8,10,970
20,60,67,250,1,1344,1,2,2,4,6,5,183,412,412,412,392,382,382,382,392,392,392,392,412,432,432,432,412,522,522,522,522,522,542,592,592,592,542,43,23,66,48,31,32,26,25,42,42,54,54,58,61,53,39,52,61,79,30,61,48,23,34,33,61,57,63,58,8,7,9,13,11,413
20,60,72,375,1,1511,1,3,2,14,5,11,172,542,542,542,592,572,572,572,592,562,562,562,592,502,502,502,592,472,422,422,422,472,442,392,392,392,442,53,54,38,56,40,65,50,39,43,62,83,80,79,40,70,53,70,65,58,42,58,25,55,47,46,42,30,26,27,8,11,10,15,13,619
24,60,62,260,2,1466,1,3,2,10,5,10,165,592,592,592,582,592,592,592,582,572,572,572,572,502,502,502,572,422,372,372,372,422,392,312,312,312,392,41,62,51,53,56,58,42,42,43,59,73,73,83,61,68,61,49,70,47,54,35,16,59,48,68,48,19,11,13,8,6,15,10,12,475
21,60,72,375,1,1475,1,3,2,29,5,7,143,572,572,572,592,592,592,592,592,582,582,582,582,502,502,502,582,422,382,382,382,422,392,322,322,322,392,52,54,49,55,43,64,50,32,45,59,77,72,76,55,84,65,62,49,38,55,49,20,58,52,57,55,17,16,18,13,7,15,7,10,638
21,60,69,325,1,1588,1,3,2,32,5,10,165,512,512,512,562,552,552,552,562,572,572,572,592,582,582,582,592,582,572,572,572,582,582,542,542,542,582,56,40,51,63,36,61,57,53,60,61,66,65,60,56,72,42,59,73,58,40,40,45,48,61,40,60,62,58,54,6,15,11,13,6,536
22,60,65,280,1,1509,1,3,2,29,5,9,152,542,542,542,582,572,572,572,582,562,562,562,582,512,512,512,582,462,422,422,422,462,432,362,362,362,432,55,57,32,61,47,62,52,65,52,58,78,68,68,45,62,57,74,59,44,45,43,23,58,47,58,42,32,28,24,13,10,12,6,14,511
29,60,60,210,1,1606,1,3,2,30,5,9,159,592,592,592,602,602,602,602,602,582,582,582,602,542,542,542,602,522,472,472,472,522,492,432,432,432,492,65,70,33,45,51,57,44,56,45,58,50,66,85,67,74,60,58,81,63,50,42,31,70,63,52,52,48,35,34,14,7,16,7,9,263
24,60,69,280,1,1320,1,3,2,94,6,1,176,402,402,402,382,382,382,382,382,392,392,392,402,442,442,442,402,492,532,532,532,492,512,592,592,592,512,23,16,69,51,22,44,24,29,48,46,51,47,52,56,55,37,73,54,81,22,54,59,20,30,35,58,57,56,52,11,8,14,11,13,476
25,60,65,230,2,1610,1,3,2,24,5,11,168,522,522,522,572,542,542,542,572,562,562,562,582,572,572,572,582,602,582,582,582,602,592,582,582,582,592,66,55,50,59,43,57,42,49,57,58,66,63,62,52,61,42,64,68,59,48,60,50,45,60,44,55,67,64,57,11,8,7,6,10,512
20,60,71,350,1,1620,1,2,2,30,6,0,161,572,572,572,572,582,582,582,572,582,582,582,572,582,582,582,572,562,572,572,572,562,562,562,562,562,562,37,53,55,61,37,55,34,32,60,58,71,73,67,62,76,58,72,74,64,57,58,55,52,56,36,43,43,57,52,7,7,14,13,14,683
20,60,65,240,1,1307,1,3,2,3,6,5,194,422,422,422,372,392,392,392,372,382,382,382,392,422,422,422,392,502,522,522,522,502,532,582,582,582,532,32,27,63,46,30,28,28,29,36,44,47,53,42,53,34,50,64,66,83,29,50,56,29,37,31,51,54,62,58,10,10,5,11,10,342
19,60,75,400,2,1428,1,3,2,34,6,1,161,452,452,452,492,462,462,462,492,472,472,472,512,502,502,502,512,562,562,562,562,562,572,582,582,582,572,51,40,54,53,29,54,31,25,56,50,58,60,56,53,57,20,61,67,69,26,57,61,43,35,32,59,59,60,55,6,13,12,14,11,1
29,60,60,160,1,1281,1,3,2,34,6,5,194,372,372,372,342,342,342,342,342,342,342,342,372,382,382,382,372,502,502,502,502,502,522,592,592,592,522,37,21,52,35,24,31,29,41,29,34,41,50,51,56,31,34,69,66,93,18,49,52,28,35,33,53,55,67,64,14,11,6,12,13,216
20,60,70,325,2,1487,1,5,2,34,6,0,170,532,532,532,542,552,552,552,542,572,572,572,552,592,592,592,552,522,552,552,552,522,512,512,512,512,512,38,54,48,64,27,58,40,35,66,60,53,56,52,53,63,48,55,56,57,57,52,55,52,57,36,41,28,63,48,15,9,14,12,6,748
21,60,69,280,3,1662,1,4,2,19,5,9,130,592,592,592,602,602,602,602,602,612,612,612,612,602,602,602,612,592,592,592,592,592,592,572,572,572,592,57,60,57,64,47,62,51,45,60,59,64,67,66,57,55,56,62,70,64,56,52,55,62,60,48,53,52,61,55,8,7,8,9,6,532
18,60,71,325,1,1445,1,3,3,18,5,10,157,562,562,562,602,582,582,582,602,562,562,562,582,482,482,482,582,442,382,382,382,442,422,342,342,342,422,53,53,35,46,47,67,41,38,41,65,85,83,75,47,70,64,37,50,62,43,31,17,55,51,50,51,18,26,31,14,13,14,10,13,634
23,60,66,290,1,1507,1,3,2,23,5,11,154,592,592,592,582,582,582,582,582,572,572,572,572,522,522,522,572,442,422,422,422,442,422,382,382,382,422,48,61,53,53,51,60,48,29,46,58,64,70,68,60,71,55,79,60,66,50,31,31,61,56,54,59,36,13,18,11,6,12,14,14,450
21,60,72,375,6,1516,1,3,2,32,5,11,170,582,582,582,582,582,582,582,582,582,582,582,562,522,522,522,562,452,432,432,432,452,442,402,402,402,442,47,55,55,58,42,60,60,51,51,58,67,70,72,60,66,61,49,44,60,58,28,27,58,51,56,58,25,33,33,6,15,15,12,13,675
20,60,75,425,1,1493,1,2,2,27,5,9,157,462,462,462,452,462,462,462,452,482,482,482,472,522,522,522,472,532,572,572,572,532,552,592,592,592,552,35,37,66,62,35,42,38,32,61,47,55,55,60,61,75,45,70,59,59,38,59,59,29,47,44,48,57,63,49,6,10,13,12,13,839
22,60,69,325,4,1494,1,2,3,11,5,10,146,532,532,532,592,562,562,562,592,562,562,562,582,532,532,532,582,532,502,502,502,532,512,472,472,472,512,64,50,37,55,36,62,41,38,53,58,72,72,78,67,77,44,31,49,65,42,53,40,49,51,44,47,44,44,38,7,8,9,10,6,601
19,60,73,400,1,1450,1,4,2,11,6,1,172,592,592,592,562,582,582,582,562,562,562,562,552,492,492,492,552,402,392,392,392,402,392,372,372,372,392,38,60,57,56,61,55,43,34,43,60,74,77,51,56,54,58,65,50,66,54,62,12,54,51,63,52,18,15,23,10,9,6,7,8,870
22,60,65,270,1,1607,1,2,2,16,5,11,161,542,542,542,562,562,562,562,562,582,582,582,572,592,592,592,572,552,572,572,572,552,532,542,542,542,532,50,39,54,66,45,59,53,45,65,62,59,55,63,59,58,59,60,59,63,55,60,59,52,55,62,55,55,45,39,12,7,14,10,9,425
22,60,67,250,2,1319,1,2,2,15,6,3,185,392,392,392,362,362,362,362,362,352,352,352,382,402,402,402,382,512,522,522,522,512,532,592,592,592,532,32,25,62,44,24,28,26,27,34,40,59,53,37,46,57,37,71,70,74,20,61,58,24,34,41,53,57,62,60,8,15,13,13,7,488
22,60,71,350,3,1639,1,3,2,14,5,7,154,592,592,592,602,602,602,602,602,602,602,602,602,582,582,582,602,562,562,562,562,562,562,542,542,542,562,49,62,43,61,32,57,40,46,58,61,70,75,69,61,73,61,59,51,58,50,64,51,63,58,49,55,48,57,55,14,14,13,9,8,595
19,60,75,450,1,1633,1,3,2,14,5,10,163,552,552,552,552,562,562,562,552,572,572,572,572,592,592,592,572,592,602,602,602,592,592,592,592,592,592,36,39,58,61,38,57,53,33,58,57,68,68,56,62,69,60,60,75,60,56,61,57,54,61,40,58,59,59,62,6,14,9,14,13,934
20,60,70,290,1,1511,1,3,2,27,6,1,172,482,482,482,532,502,502,502,532,512,512,512,552,512,512,512,552,582,552,552,552,582,582,572,572,572,582,60,30,50,54,26,58,46,26,46,60,70,74,62,52,67,36,64,58,67,29,58,52,47,43,36,52,54,63,59,10,16,6,16,16,566
24,60,64,220,1,1493,1,3,2,2,5,8,152,452,452,452,522,472,472,472,522,482,482,482,542,482,482,482,542,592,532,532,532,592,592,542,542,542,592,70,26,42,55,29,54,55,30,44,52,78,75,65,57,80,33,57,63,61,26,56,50,42,32,39,50,52,59,60,8,6,13,12,12,292
25,60,61,200,1,1576,1,3,2,2,5,8,150,502,502,502,562,542,542,542,562,552,552,552,572,562,562,562,572,592,582,582,582,592,592,572,572,572,592,55,41,38,60,33,55,47,25,54,58,69,72,65,55,77,44,61,67,59,49,71,58,53,52,33,55,58,60,59,7,6,11,11,13,305
19,60,76,450,5,1439,1,3,3,24,6,2,176,582,582,582,552,562,562,562,552,532,532,532,532,452,452,452,532,392,352,352,352,392,372,352,352,352,372,32,59,52,41,54,60,42,33,36,58,78,79,74,47,60,61,65,61,73,49,30,14,58,41,62,44,20,25,14,15,8,13,10,15,1
20,60,67,250,1,1447,1,3,2,34,5,10,137,442,442,442,492,462,462,462,492,462,462,462,512,472,472,472,512,582,542,542,542,582,592,562,562,562,592,52,27,41,52,20,46,34,27,42,49,81,79,76,57,70,29,63,67,60,25,58,58,46,31,38,44,54,65,55,13,9,8,10,5,363
20,60,73,350,3,1491,1,2,2,32,6,3,176,492,492,492,542,512,512,512,542,522,522,522,552,522,522,522,552,592,562,562,562,592,592,582,582,582,592,60,35,54,53,33,62,54,42,42,59,58,60,66,62,43,30,48,64,65,29,58,58,52,45,43,54,45,67,62,11,9,9,7,6,954
19,60,75,450,1,1544,1,3,3,44,5,10,172,562,562,562,602,582,582,582,602,572,572,572,592,512,512,512,592,462,412,412,412,462,442,372,372,372,442,60,57,45,57,59,61,57,50,53,57,88,85,72,38,64,59,53,52,53,52,48,19,56,55,60,52,28,29,30,7,8,7,13,12,911
18,60,79,425,1,1515,1,3,2,46,5,7,181,582,582,582,582,572,572,572,582,552,552,552,572,482,482,482,572,422,382,382,382,422,402,362,362,362,402,49,57,55,54,52,58,51,34,43,57,87,88,73,53,68,53,73,58,73,53,57,18,53,43,61,51,12,19,13,7,7,13,10,13,903
24,60,67,250,2,1287,1,3,2,24,6,2,159,372,372,372,322,322,322,322,322,312,312,312,342,352,352,352,342,482,482,482,482,482,522,582,582,582,522,25,23,62,33,23,18,22,23,28,32,58,61,36,53,63,37,81,70,67,18,65,54,25,29,41,53,57,64,60,10,9,10,15,15,488
22,60,70,325,1,1622,1,3,2,19,6,0,161,552,552,552,562,562,562,562,562,582,582,582,582,592,592,592,582,572,582,582,582,572,572,562,562,562,572,45,36,61,74,45,61,42,49,71,56,69,65,55,55,63,62,57,56,53,47,61,49,57,51,53,53,56,54,62,7,14,14,15,7,634
20,60,72,375,1,1499,1,3,3,19,5,8,143,572,572,572,592,582,582,582,592,562,562,562,582,482,482,482,582,452,382,382,382,452,432,342,342,342,432,53,57,42,47,53,63,43,35,44,57,86,86,84,52,82,63,66,61,42,47,38,18,58,46,51,49,23,27,25,8,8,13,12,9,544
23,60,67,250,2,1313,1,3,2,6,6,4,181,422,422,422,372,382,382,382,372,362,362,362,392,392,392,392,392,502,502,502,502,502,532,582,582,582,532,27,24,60,39,29,20,23,27,26,50,63,66,31,49,49,44,74,64,77,22,54,52,34,33,38,47,59,60,59,9,12,16,12,11,488
17,60,78,400,3,1438,1,3,3,62,5,8,150,552,552,552,592,582,582,582,592,582,582,582,582,512,512,512,582,452,412,412,412,452,422,372,372,372,422,60,56,38,65,51,69,56,56,44,65,68,55,56,41,71,61,40,31,52,45,31,22,55,56,50,52,29,31,35,12,6,13,12,6,930
21,60,71,350,2,1687,1,2,2,17,5,10,143,562,562,562,582,572,572,572,582,582,582,582,592,582,582,582,592,582,582,582,582,582,572,542,542,542,572,59,55,44,63,44,56,64,57,60,59,66,60,77,57,78,60,53,71,59,61,60,53,54,55,46,64,51,58,54,14,14,11,8,6,683
19,60,75,450,1,1450,1,4,2,25,5,11,163,592,592,592,582,582,582,582,582,562,562,562,562,482,482,482,562,432,382,382,382,432,402,362,362,362,402,49,62,48,47,47,68,57,39,33,63,56,72,68,51,51,63,41,55,65,57,32,17,58,47,55,48,29,25,24,13,16,13,16,13,889
